,car_type,location,brand,model,version,year,fuel_type,transmission_type,distance_driven,price
8913,-,Mumbai,Mercedes-Benz,New C-Class,C 250 CDI Elegance,2011,Diesel,Automatic,"64,000 kms",6.75 Lakh
8914,-,Mumbai,Chevrolet,Cruze,LTZ AT,2010,Diesel,Automatic,"76,339 kms",3.25 Lakh
8915,-,Mumbai,Toyota,Innova,2.5 V Diesel 7-seater,2011,Diesel,Manual,"1,12,001 kms",6.25 Lakh
8916,-,Mumbai,Maruti,Ciaz,ZDi,2015,Diesel,Manual,"62,000 kms",6.5 Lakh
8917,-,Mumbai,Jeep,Compass,1.4 Limited Plus BSIV,2019,Petrol,Automatic,"18,000 kms",19.9 Lakh
8918,-,Mumbai,Mercedes-Benz,New C-Class,C 200 AVANTGARDE,2015,Petrol,Automatic,"33,000 kms",22.75 Lakh
8919,-,Mumbai,Hyundai,Verna,SX CRDi AT,2013,Diesel,Automatic,"47,000 kms",5.6 Lakh
8920,-,Mumbai,Hyundai,Xcent,1.2 CRDi E,2017,Diesel,Manual,"54,000 kms",4.6 Lakh
8921,-,Mumbai,Maruti,Celerio,ZXI MT BSIV,2018,Petrol,Manual,"30,000 kms",4.85 Lakh
8922,-,Mumbai,Hyundai,Creta,1.6 E Plus,2017,Petrol,Manual,"39,000 kms",8.95 Lakh
8923,-,Mumbai,Toyota,Camry,2.5 G,2016,Petrol,Automatic,"65,000 kms",16.5 Lakh
8924,-,Mumbai,Mercedes-Benz,E-Class,220 CDI,2012,Diesel,Automatic,"70,000 kms",11.75 Lakh
8925,-,Mumbai,Maruti,Ertiga,ZDI,2013,Diesel,Manual,"50,726 kms",5.99 Lakh
8926,-,Mumbai,Maruti,Swift,VXI,2018,Petrol,Manual,"20,000 kms",5.95 Lakh
8927,-,Mumbai,Volkswagen,Vento,Petrol Highline AT,2011,Petrol,Automatic,"82,144 kms",2.95 Lakh
8928,-,Mumbai,Hyundai,Verna,VTVT 1.6 AT SX Option,2018,Petrol,Automatic,"41,000 kms",9.85 Lakh
8929,-,Mumbai,Honda,WR-V,i-DTEC VX,2020,Diesel,Manual,"27,000 kms",9.85 Lakh
8930,-,Mumbai,Maruti,Swift,VXI,2018,Petrol,Manual,"20,000 kms",5.95 Lakh
8931,-,Mumbai,Volkswagen,Vento,Petrol Highline AT,2011,Petrol,Automatic,"82,144 kms",2.95 Lakh
8932,-,Mumbai,Hyundai,Verna,VTVT 1.6 AT SX Option,2018,Petrol,Automatic,"41,000 kms",9.85 Lakh
8933,-,Mumbai,Honda,WR-V,i-DTEC VX,2020,Diesel,Manual,"27,000 kms",9.85 Lakh
8934,-,Mumbai,Toyota,Innova Crysta,2.8 ZX AT BSIV,2016,Diesel,Automatic,"1,21,000 kms",16.25 Lakh
8935,-,Mumbai,Hyundai,i20,Asta 1.2,2016,Petrol,Manual,"27,000 kms",5.65 Lakh
8936,-,Mumbai,Volkswagen,Jetta,2.0L TDI Highline AT,2013,Diesel,Automatic,"62,000 kms",6.85 Lakh
8937,-,Mumbai,Maruti,Swift,VXI BSIII,2008,Petrol,Manual,"69,000 kms",2.09 Lakh
8938,-,Mumbai,Honda,City,Corporate Edition,2013,Petrol,Manual,"55,000 kms",4.4 Lakh
8939,-,Mumbai,Audi,A3,35 TDI Premium Plus,2015,Diesel,Automatic,"49,678 kms",21.9 Lakh
8940,-,Mumbai,Hyundai,Verna,1.6 SX CRDI (O) AT,2014,Diesel,Automatic,"48,000 kms",5.99 Lakh
8941,-,Mumbai,Maruti,Swift Dzire,Zdi BSIV,2012,Diesel,Manual,"72,507 kms",4.75 Lakh
8942,-,Mumbai,Maruti,Ertiga,SHVS VDI Limited Edition,2018,Diesel,Manual,"71,000 kms",8.9 Lakh
8943,-,Mumbai,Honda,City,1.5 S AT,2013,Petrol,Automatic,"60,000 kms",4.65 Lakh
8944,-,Mumbai,Hyundai,Creta,1.6 CRDi AT SX Plus,2015,Diesel,Automatic,"29,000 kms",10.7 Lakh
8945,-,Mumbai,Hyundai,Verna,Transform SX VTVT,2010,Petrol,Manual,"38,000 kms",2.75 Lakh
8946,-,Mumbai,Mercedes-Benz,A Class,A180 Sport,2015,Petrol,Automatic,"30,000 kms",14.9 Lakh
8947,-,Mumbai,Nissan,Micra Active,XV Petrol,2014,Petrol,Manual,"43,000 kms",2.9 Lakh
8948,-,Mumbai,Honda,Amaze,V CVT Petrol BSIV,2019,Petrol,Automatic,"10,723 kms",8.65 Lakh
8949,-,Mumbai,Honda,Jazz,1.2 V AT i VTEC,2016,Petrol,Automatic,"70,000 kms",6.5 Lakh
8950,-,Mumbai,Audi,A6,2.0 TDI,2013,Diesel,Automatic,"56,600 kms",13.25 Lakh
8951,-,Mumbai,Maruti,Vitara Brezza,ZDi Plus Dual Tone,2019,Diesel,Manual,"12,840 kms",9.95 Lakh
8952,-,Mumbai,Maruti,Wagon R,CNG LXI BSIV,2014,CNG,Manual,"43,000 kms",3.45 Lakh
8953,-,Mumbai,Maruti,Swift,ZDI,2012,Diesel,Manual,"36,000 kms",3.95 Lakh
8954,-,Mumbai,Maruti,Swift,Vdi BSIII,2010,Diesel,Manual,"1,00,000 kms",2.2 Lakh
8955,-,Mumbai,Hyundai,Verna,1.6 CRDi S,2017,Diesel,Manual,"60,000 kms",6.5 Lakh
8956,-,Mumbai,Honda,City,i-VTEC V,2017,Petrol,Manual,"26,000 kms",8.65 Lakh
8957,-,Mumbai,Toyota,Yaris,VX CVT,2019,Petrol,Automatic,"21,000 kms",11.45 Lakh
8958,-,Mumbai,Audi,A4,35 TDI Technology,2017,Diesel,Automatic,"58,000 kms",27.15 Lakh
8959,-,Mumbai,Hyundai,Grand i10,Sportz,2017,Petrol,Manual,"29,000 kms",5.25 Lakh
8960,-,Mumbai,Skoda,Octavia,2.0 TDI AT L K,2018,Diesel,Automatic,"40,000 kms",22.55 Lakh
8961,-,Mumbai,BMW,3 Series,320d Sedan,2011,Diesel,Automatic,"88,000 kms",7.18 Lakh
8962,-,Mumbai,Hyundai,Verna,CRDi SX,2010,Diesel,Manual,"98,563 kms",1.98 Lakh
8963,-,Mumbai,Maruti,Alto 800,LXI,2014,Petrol,Manual,"63,900 kms",2.75 Lakh
8964,-,Mumbai,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2015,Diesel,Manual,"1,50,000 kms",10.5 Lakh
8965,-,Mumbai,Honda,City,i VTEC SV,2015,Petrol,Manual,"45,239 kms",6.18 Lakh
8966,-,Mumbai,Maruti,SX4,Vxi BSIV,2008,Petrol,Manual,"87,116 kms",1.95 Lakh
8967,-,Mumbai,Maruti,Swift,VXI BSIII,2009,Petrol,Manual,"79,259 kms",1.79 Lakh
8968,-,Mumbai,Honda,City,i VTEC SV,2015,Petrol,Manual,"45,239 kms",6.18 Lakh
8969,-,Mumbai,Maruti,SX4,Vxi BSIV,2008,Petrol,Manual,"87,116 kms",1.95 Lakh
8970,-,Mumbai,Maruti,Swift,VXI BSIII,2009,Petrol,Manual,"79,259 kms",1.79 Lakh
8971,-,Mumbai,Maruti,SX4,Green Vxi (CNG),2011,CNG,Manual,"88,398 kms",3.28 Lakh
8972,-,Mumbai,Tata,Indigo,eGLX BS IV,2010,Petrol,Manual,"37,210 kms",1.48 Lakh
8973,-,Mumbai,Mahindra,Xylo,E6,2011,Diesel,Manual,"64,500 kms",3.51 Lakh
8974,-,Mumbai,Toyota,Etios Liva,VX,2011,Petrol,Manual,"64,000 kms",3.33 Lakh
8975,-,Mumbai,Mercedes-Benz,GLS,350d 4MATIC,2017,Diesel,Automatic,"41,000 kms",61 Lakh
8976,-,Mumbai,Honda,Jazz,1.2 V AT i VTEC,2018,Petrol,Automatic,"25,000 kms",6.9 Lakh
8977,-,Mumbai,Mercedes-Benz,New C-Class,200 Kompressor,2009,Petrol,Manual,"28,300 kms",5.9 Lakh
8978,-,Mumbai,BMW,5 Series,520d Luxury Line,2018,Diesel,Automatic,"33,000 kms",44.85 Lakh
8979,-,Mumbai,BMW,5 Series,520d Luxury Line,2016,Diesel,Automatic,"45,000 kms",26 Lakh
8980,-,Mumbai,Maruti,Alto 800,CNG LXI,2016,CNG,Manual,"50,000 kms",3.25 Lakh
8981,-,Mumbai,Honda,City,GXi,2006,Petrol,Manual,"78,000 kms",1.35 Lakh
8982,-,Mumbai,Maruti,Zen Estilo,LXI BS IV,2010,Petrol,Manual,"49,000 kms",1.55 Lakh
8983,-,Mumbai,Maruti,Alto K10,LXI,2011,Petrol,Manual,"65,500 kms",1.66 Lakh
8984,-,Mumbai,Nissan,Micra,XV,2012,Petrol,Manual,"76,000 kms",2.5 Lakh
8985,-,Mumbai,Hyundai,Verna,1.6 SX VTVT AT,2012,Petrol,Automatic,"65,154 kms",4.55 Lakh
8986,-,Mumbai,Maruti,Swift Dzire,VXI 1.2 BS IV,2017,Petrol,Manual,"21,434 kms",6.75 Lakh
8987,-,Mumbai,Honda,Amaze,S i-Dtech,2013,Diesel,Manual,"65,338 kms",4.35 Lakh
8988,-,Mumbai,Hyundai,Santa Fe,2WD AT,2016,Diesel,Automatic,"44,001 kms",16.5 Lakh
8989,-,Mumbai,Tata,Nexon,XMA AMT,2020,Petrol,Automatic,"9,000 kms",8.95 Lakh
8990,-,Mumbai,Volkswagen,Polo,1.5 TDI Highline,2017,Diesel,Manual,"22,015 kms",5.99 Lakh
8991,-,Mumbai,Maruti,Swift Dzire,VDi,2015,Diesel,Manual,"48,505 kms",5.55 Lakh
8992,-,Mumbai,Hyundai,Grand i10,1.2 Kappa Sportz BSIV,2017,Petrol,Manual,"11,000 kms",4.95 Lakh
8993,-,Mumbai,BMW,X1,sDrive20d,2012,Diesel,Automatic,"78,000 kms",9.8 Lakh
8994,-,Mumbai,BMW,3 Series,320d Highline,2011,Diesel,Automatic,"68,407 kms",8.7 Lakh
8995,-,Mumbai,BMW,5 Series,530d M Sport,2018,Diesel,Automatic,"33,000 kms",51.75 Lakh
8996,-,Mumbai,Maruti,Swift,VXi BSIV,2008,Petrol,Manual,"77,500 kms",1.99 Lakh
8997,-,Mumbai,Hyundai,i20,Sportz Plus,2019,Petrol,Manual,"7,000 kms",7.25 Lakh
8998,-,Mumbai,Hyundai,Creta,1.6 VTVT AT SX Plus,2018,Petrol,Automatic,"38,000 kms",14.11 Lakh
8999,-,Mumbai,Toyota,Innova Crysta,2.4 GX AT 8 STR,2019,Diesel,Automatic,"25,000 kms",20.21 Lakh
9000,-,Mumbai,Hyundai,Verna,VTVT 1.6 E,2017,Petrol,Manual,"11,000 kms",7.9 Lakh
9001,-,Mumbai,Mahindra,Bolero Power Plus,SLE,2015,Diesel,Manual,"75,000 kms",4.4 Lakh
9002,-,Mumbai,Honda,City,V MT,2011,Petrol,Manual,"70,000 kms",3.6 Lakh
9003,-,Mumbai,Volkswagen,Vento,1.6 Highline,2015,Petrol,Manual,"53,000 kms",5.85 Lakh
9004,-,Mumbai,Toyota,Land Cruiser Prado,TX,2011,Diesel,Automatic,"1,00,000 kms",28 Lakh
9005,-,Mumbai,Toyota,Innova,2.5 VX 7 STR,2011,Diesel,Manual,"98,000 kms",6.79 Lakh
9006,-,Mumbai,Maruti,Ertiga,ZDI,2013,Diesel,Manual,"73,000 kms",6.55 Lakh
9007,-,Mumbai,Maruti,Wagon R,LXI CNG,2013,CNG,Manual,"57,000 kms",2.95 Lakh
9008,-,Mumbai,Mercedes-Benz,GLC,Progressive 220d,2017,Diesel,Automatic,"66,260 kms",37.5 Lakh
9009,-,Mumbai,Datsun,GO Plus,T BSIV,2016,Petrol,Manual,"38,200 kms",3.1 Lakh
9010,-,Mumbai,Maruti,Wagon R,VXI AMT,2017,Petrol,Automatic,"52,262 kms",4.85 Lakh
9011,-,Mumbai,Hyundai,Verna,1.6 SX CRDI (O) AT,2011,Diesel,Automatic,"1,02,000 kms",4.45 Lakh
9012,-,Mumbai,Mahindra,KUV 100,mFALCON D75 K8 Dual Tone,2016,Diesel,Manual,"58,000 kms",4.5 Lakh
9013,-,Mumbai,Mini,5 DOOR,Cooper D BSIV,2014,Diesel,Automatic,"16,886 kms",30 Lakh
9014,-,Mumbai,Maruti,Wagon R,VXI 1.2,2013,Petrol,Manual,"42,000 kms",2.99 Lakh
9015,-,Mumbai,Mahindra,TUV 300,T8 Plus AMT,2019,Diesel,Automatic,"25,000 kms",8.88 Lakh
9016,-,Mumbai,Honda,Civic,1.8 V AT,2008,Petrol,Automatic,"33,740 kms",3.95 Lakh
9017,-,Mumbai,Chevrolet,Beat,LT,2011,Petrol,Manual,"29,000 kms",1.75 Lakh
9018,-,Mumbai,Maruti,Swift Dzire,VXi,2011,Petrol,Manual,"52,112 kms",2.85 Lakh
9019,-,Mumbai,Tata,Hexa,XTA,2017,Diesel,Automatic,"32,836 kms",13.35 Lakh
9020,-,Mumbai,Honda,City,1.5 S MT,2009,Petrol,Manual,"77,123 kms",2.75 Lakh
9021,-,Mumbai,Toyota,Innova,2.5 VX 8 STR,2009,Diesel,Manual,"73,800 kms",5.99 Lakh
9022,-,Mumbai,Hyundai,i20,Sportz 1.2,2015,Petrol,Manual,"76,000 kms",5.15 Lakh
9023,-,Mumbai,Renault,Triber,RXZ,2020,Petrol,Manual,"12,500 kms",6.65 Lakh
9024,-,Mumbai,Mercedes-Benz,GLS,350d 4MATIC,2018,Diesel,Automatic,"28,000 kms",74.9 Lakh
9025,-,Mumbai,Honda,City,1.5 S MT,2010,Petrol,Manual,"69,000 kms",3.25 Lakh
9026,-,Mumbai,Hyundai,Grand i10,1.2 Kappa Sportz BSIV,2017,Petrol,Manual,"54,803 kms",5.25 Lakh
9027,-,Mumbai,Honda,Civic,1.8 S AT,2006,Petrol,Automatic,"68,000 kms",2.05 Lakh
9028,-,Mumbai,Hyundai,Creta,1.6 CRDi AT SX Plus,2018,Diesel,Automatic,"23,594 kms",13.95 Lakh
9029,-,Mumbai,Mercedes-Benz,New C-Class,C 250d Avantgarde Edition C,2017,Diesel,Automatic,"28,000 kms",36 Lakh
9030,-,Mumbai,Toyota,Yaris,V,2019,Petrol,Manual,"12,381 kms",9.7 Lakh
9031,-,Mumbai,Mahindra,Marazzo,M6 8Str,2019,Diesel,Manual,"37,176 kms",9.9 Lakh
9032,-,Mumbai,Mercedes-Benz,New C-Class,220 CDI AT,2015,Diesel,Automatic,"44,800 kms",23.75 Lakh
9033,-,Mumbai,Fiat,Abarth Avventura,1.4 T-Jet,2018,Petrol,Manual,"41,500 kms",5.85 Lakh
9034,-,Mumbai,Hyundai,Creta,1.6 VTVT SX Plus,2017,Petrol,Manual,"42,300 kms",9.5 Lakh
9035,-,Mumbai,Maruti,Swift Dzire,AMT VDI,2018,Diesel,Automatic,"35,121 kms",7.85 Lakh
9036,-,Mumbai,Hyundai,Creta,1.6 CRDi SX,2017,Diesel,Manual,"63,900 kms",10.25 Lakh
9037,-,Mumbai,Ford,Endeavour,3.2 Titanium AT 4X4,2016,Diesel,Automatic,"79,000 kms",28.75 Lakh
9038,-,Mumbai,Renault,Triber,RXZ,2020,Petrol,Manual,"11,011 kms",6.7 Lakh
9039,-,Mumbai,Skoda,Octavia,2.0 TDI AT L K,2018,Diesel,Automatic,"40,000 kms",22.95 Lakh
9040,-,Mumbai,Maruti,Ciaz,VDi Plus SHVS,2016,Diesel,Manual,"33,000 kms",6.45 Lakh
9041,-,Mumbai,Maruti,SX4 S Cross,DDiS 320 Zeta,2016,Diesel,Manual,"63,000 kms",7.11 Lakh
9042,-,Mumbai,Honda,BR-V,i-VTEC V CVT,2019,Petrol,Automatic,"34,088 kms",9.9 Lakh
9043,-,Mumbai,Maruti,Baleno,1.3 Delta,2017,Diesel,Manual,"18,276 kms",5.9 Lakh
9044,-,Mumbai,Land,Rover Range Rover Sport,HSE,2012,Diesel,Automatic,"65,121 kms",29.5 Lakh
9045,-,Mumbai,Hyundai,Creta,1.6 VTVT E Plus,2016,Petrol,Manual,"32,100 kms",8.25 Lakh
9046,-,Mumbai,Renault,Duster,Petrol RXS CVT,2018,Petrol,Automatic,"20,600 kms",8.75 Lakh
9047,-,Mumbai,Toyota,Yaris,V,2019,Petrol,Manual,"12,381 kms",9.7 Lakh
9048,-,Mumbai,Mahindra,Marazzo,M6 8Str,2019,Diesel,Manual,"37,176 kms",9.9 Lakh
9049,-,Mumbai,Mercedes-Benz,New C-Class,220 CDI AT,2015,Diesel,Automatic,"44,800 kms",23.75 Lakh
9050,-,Mumbai,Fiat,Abarth Avventura,1.4 T-Jet,2018,Petrol,Manual,"41,500 kms",5.85 Lakh
9051,-,Mumbai,Hyundai,Creta,1.6 VTVT SX Plus,2017,Petrol,Manual,"42,300 kms",9.5 Lakh
9052,-,Mumbai,Maruti,Swift Dzire,AMT VDI,2018,Diesel,Automatic,"35,121 kms",7.85 Lakh
9053,-,Mumbai,Hyundai,Creta,1.6 CRDi SX,2017,Diesel,Manual,"63,900 kms",10.25 Lakh
9054,-,Mumbai,Ford,Endeavour,3.2 Titanium AT 4X4,2016,Diesel,Automatic,"79,000 kms",28.75 Lakh
9055,-,Mumbai,Renault,Triber,RXZ,2020,Petrol,Manual,"11,011 kms",6.7 Lakh
9056,-,Mumbai,Ford,Ecosport,1.5 DV5 MT Ambiente,2013,Diesel,Manual,"51,478 kms",4.65 Lakh
9057,-,Mumbai,Maruti,Wagon R,AMT VXI,2018,Petrol,Automatic,"9,961 kms",4.95 Lakh
9058,-,Mumbai,Maruti,Swift Dzire,LXI Option,2017,Petrol,Manual,"44,000 kms",5.99 Lakh
9059,-,Mumbai,Toyota,Qualis,GS G8,2004,Diesel,Manual,"1,49,000 kms",1.95 Lakh
9060,-,Mumbai,Audi,Q7,3.0 TDI quattro,2009,Diesel,Automatic,"84,000 kms",12.5 Lakh
9061,-,Mumbai,Hyundai,i20,Diesel Magna Era,2019,Diesel,Manual,"55,123 kms",7.15 Lakh
9062,-,Mumbai,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2012,Diesel,Manual,"1,47,000 kms",7.75 Lakh
9063,-,Mumbai,Tata,Indica,DLE,2004,Diesel,Manual,"80,746 kms","69,000"
9064,-,Mumbai,Hyundai,Creta,1.6 VTVT E Plus,2016,Petrol,Manual,"32,100 kms",8.25 Lakh
9065,-,Mumbai,Mercedes-Benz,GLA Class,200 Sport,2018,Petrol,Automatic,"37,000 kms",23 Lakh
9066,-,Mumbai,Skoda,Superb,Laurin & klement,2021,Petrol,Automatic,"7,500 kms",34.95 Lakh
9067,-,Mumbai,Hyundai,Creta,1.6 VTVT SX Plus,2018,Petrol,Manual,"22,000 kms",11.25 Lakh
9068,-,Mumbai,Mercedes-Benz,GLA Class,Urban Edition 200d,2017,Diesel,Automatic,"24,000 kms",26 Lakh
9069,-,Mumbai,Audi,Q5,2.0 TFSI Quattro,2011,Petrol,Automatic,"51,000 kms",10.9 Lakh
9070,-,Mumbai,Honda,Brio,S MT,2013,Petrol,Manual,"69,000 kms",2.75 Lakh
9071,-,Mumbai,Hyundai,Verna,SX CRDi AT,2014,Diesel,Automatic,"79,640 kms",6.65 Lakh
9072,-,Mumbai,Hyundai,i20,1.2 Magna,2010,Petrol,Manual,"70,000 kms",2.35 Lakh
9073,-,Mumbai,BMW,5 Series,530d M Sport,2016,Diesel,Automatic,"48,429 kms",37.5 Lakh
9074,-,Mumbai,Maruti,Zen Estilo,VXI BSIII,2008,Petrol,Manual,"55,000 kms",1.25 Lakh
9075,-,Mumbai,Maruti,Zen Estilo,VXI BSIV,2012,Petrol,Manual,"65,685 kms",2.32 Lakh
9076,-,Mumbai,Mercedes-Benz,A Class,A180 Sport,2016,Petrol,Automatic,"18,000 kms",16 Lakh
9077,-,Mumbai,Skoda,Superb,1.8 TFSI MT,2011,Petrol,Manual,"65,000 kms",3.99 Lakh
9078,-,Mumbai,Honda,City,1.5 V AT,2010,Petrol,Automatic,"56,000 kms",3.45 Lakh
9079,-,Mumbai,Tata,Nexon,1.5 Revotorq XZA Plus DualTone,2018,Diesel,Automatic,"56,000 kms",8.75 Lakh
9080,-,Mumbai,Mahindra,Thar,LX 4-Str Hard Top AT,2021,Petrol,Automatic,"3,000 kms",18 Lakh
9081,-,Mumbai,Toyota,Corolla Altis,Diesel D4DJ,2011,Diesel,Manual,"70,000 kms",4 Lakh
9082,-,Mumbai,Honda,Amaze,V CVT Petrol BSIV,2018,Petrol,Automatic,"13,000 kms",7.45 Lakh
9083,-,Mumbai,Maruti,Swift,VDI BSIV,2014,Diesel,Manual,"72,000 kms",4.79 Lakh
9084,-,Mumbai,Mercedes-Benz,GLS,350d 4MATIC,2017,Diesel,Automatic,"39,000 kms",65 Lakh
9085,-,Mumbai,Hyundai,i20,1.4 CRDi Magna,2012,Diesel,Manual,"70,671 kms",3.91 Lakh
9086,-,Mumbai,Maruti,SX4 S Cross,Zeta DDiS 200 SH,2018,Diesel,Manual,"26,187 kms",9.55 Lakh
9087,-,Mumbai,Maruti,Wagon R,AMT VXI,2015,Petrol,Automatic,"20,500 kms",3.86 Lakh
9088,-,Mumbai,Hyundai,Creta,1.6 CRDi SX,2018,Diesel,Manual,"53,890 kms",11.95 Lakh
9089,-,Mumbai,BMW,3 Series,GT 320d Luxury Line,2014,Diesel,Automatic,"85,000 kms",20 Lakh
9090,-,Mumbai,Hyundai,i20,Magna,2013,Petrol,Manual,"43,600 kms",3.85 Lakh
9091,-,Mumbai,Honda,City,S,2010,Petrol,Manual,"41,000 kms",2.55 Lakh
9092,-,Mumbai,Mahindra,Xylo,D4 BSIV,2012,Diesel,Manual,"84,000 kms",2.95 Lakh
9093,-,Mumbai,Hyundai,Grand i10,AT Asta,2016,Petrol,Automatic,"23,000 kms",5.45 Lakh
9094,-,Mumbai,Maruti,Celerio,Green VXI Optional,2017,CNG,Manual,"27,000 kms",5.35 Lakh
9095,-,Mumbai,Mahindra,XUV500,W11 AT BSIV,2019,Diesel,Automatic,"38,000 kms",16.85 Lakh
9096,-,Mumbai,Renault,KWID,AMT,2017,Petrol,Automatic,"29,000 kms",3.45 Lakh
9097,-,Mumbai,Hyundai,Creta,1.6 SX,2019,Petrol,Manual,"10,789 kms",12.5 Lakh
9098,-,Mumbai,Hyundai,Verna,1.6 SX VTVT,2011,Petrol,Manual,"55,000 kms",3.75 Lakh
9099,-,Mumbai,Skoda,Kodiaq,2.0 TDI Style,2018,Diesel,Automatic,"20,000 kms",30.99 Lakh
9100,-,Mumbai,Nissan,Sunny,XV Special Edition,2014,Petrol,Manual,"47,000 kms",4.25 Lakh
9101,-,Mumbai,Hyundai,EON,Magna Plus,2014,Petrol,Manual,"31,000 kms",2.6 Lakh
9102,-,Mumbai,Mahindra,Scorpio,S10 7 Seater,2015,Diesel,Manual,"1,11,000 kms",8.95 Lakh
9103,-,Mumbai,Hyundai,Creta,SX Opt Turbo Dualtone,2020,Petrol,Automatic,"5,000 kms",20.49 Lakh
9104,-,Mumbai,Honda,Amaze,VX CVT Petrol,2021,Petrol,Automatic,700 kms,9.75 Lakh
9105,-,Mumbai,Maruti,Swift Dzire,AMT ZXI,2018,Petrol,Automatic,"15,000 kms",6.99 Lakh
9106,-,Mumbai,Nissan,Sunny,XE,2012,Petrol,Manual,"52,500 kms",2.65 Lakh
9107,-,Mumbai,Hyundai,Creta,1.6 VTVT SX Plus,2017,Petrol,Manual,"38,000 kms",9.9 Lakh
9108,-,Mumbai,Hyundai,Venue,SX Dual Tone Turbo,2019,Petrol,Manual,"6,500 kms",10.25 Lakh
9109,-,Mumbai,Renault,KWID,1.0 RXT BSIV,2019,Petrol,Manual,"85,000 kms",4.5 Lakh
9110,-,Mumbai,Honda,Amaze,VX CVT Diesel BSIV,2019,Diesel,Automatic,"45,000 kms",7.9 Lakh
9111,-,Mumbai,Nissan,Sunny,XV Special Edition,2014,Petrol,Manual,"47,000 kms",4.25 Lakh
9112,-,Mumbai,Hyundai,EON,Magna Plus,2014,Petrol,Manual,"31,000 kms",2.6 Lakh
9113,-,Mumbai,Mercedes-Benz,CLA,200 CGI,2015,Petrol,Automatic,"34,000 kms",17.99 Lakh
9114,-,Mumbai,Toyota,Innova,2.5 V Diesel 8-seater,2011,Diesel,Manual,"1,29,000 kms",6.75 Lakh
9115,-,Mumbai,Honda,Amaze,EX i-Dtech,2013,Diesel,Manual,"61,000 kms",3.5 Lakh
9116,-,Mumbai,Maruti,Vitara Brezza,VDi Option,2017,Diesel,Manual,"20,169 kms",8.45 Lakh
9117,-,Mumbai,Honda,Amaze,V CVT Petrol BSIV,2018,Petrol,Automatic,"20,000 kms",7.95 Lakh
9118,-,Mumbai,Volkswagen,Polo,GT TSI,2019,Petrol,Automatic,"12,940 kms",9.5 Lakh
9119,-,Mumbai,Toyota,Innova Crysta,2.4 GX MT 8S BSIV,2016,Diesel,Manual,"90,000 kms",13.75 Lakh
9120,-,Mumbai,Mini,Cooper Countryman,D,2014,Diesel,Automatic,"50,000 kms",15.6 Lakh
9121,-,Mumbai,Mahindra,XUV500,W11 AT BSIV,2018,Diesel,Automatic,"67,000 kms",16.75 Lakh
9122,-,Mumbai,Maruti,Swift,VXI,2014,Petrol,Manual,"35,500 kms",4.35 Lakh
9123,-,Mumbai,Hyundai,i20,1.4 CRDi Magna,2010,Diesel,Manual,"35,000 kms",2.7 Lakh
9124,-,Mumbai,Hyundai,i10,Magna,2013,Petrol,Manual,"27,150 kms",3.15 Lakh
9125,-,Mumbai,Volkswagen,Polo,GT 1.0 TSI,2020,Petrol,Automatic,"2,500 kms",10.25 Lakh
9126,-,Mumbai,Hyundai,Creta,1.4 E Plus,2019,Diesel,Manual,"68,000 kms",10.75 Lakh
9127,-,Mumbai,Hyundai,Grand i10 Nios,Sportz,2019,Petrol,Manual,"12,000 kms",7.4 Lakh
9128,-,Mumbai,Maruti,Wagon R,VXI,2021,Petrol,Manual,"2,000 kms",5.75 Lakh
9129,-,Mumbai,Hyundai,i20,1.2 Magna Executive,2019,Petrol,Manual,"26,000 kms",6.5 Lakh
9130,-,Mumbai,Maruti,Baleno,1.2 Sigma,2016,Petrol,Manual,"46,000 kms",4.95 Lakh
9131,-,Mumbai,Mahindra,Xylo,E4 8S,2009,Diesel,Manual,"70,000 kms",2.99 Lakh
9132,-,Mumbai,Hyundai,i20,1.2 Magna,2011,Petrol,Manual,"38,000 kms",2.9 Lakh
9133,-,Mumbai,Nissan,Sunny,Diesel XV,2012,Diesel,Manual,"44,000 kms",3.99 Lakh
9134,-,Mumbai,Maruti,Ertiga,SHVS ZDI Plus,2016,Diesel,Manual,"57,256 kms",8.11 Lakh
9135,-,Mumbai,Maruti,Baleno,Zeta Diesel,2017,Diesel,Manual,"24,000 kms",6.95 Lakh
9136,-,Mumbai,Maruti,Swift,ZXI,2012,Petrol,Manual,"57,000 kms",3.95 Lakh
9137,-,Mumbai,Hyundai,i20,1.2 Era,2017,Petrol,Manual,"8,800 kms",5.99 Lakh
9138,-,Mumbai,Hyundai,Grand i10,Magna AT,2009,Petrol,Automatic,"50,000 kms",2.45 Lakh
9139,-,Mumbai,Mercedes-Benz,GLS,350d 4MATIC,2017,Diesel,Automatic,"55,000 kms",62 Lakh
9140,-,Mumbai,Hyundai,i10,Magna,2013,Petrol,Manual,"38,000 kms",2.75 Lakh
9141,-,Mumbai,Honda,City,i DTec VX,2014,Diesel,Manual,"63,460 kms",6.25 Lakh
9142,-,Mumbai,Ford,Ecosport,1.5 DV5 MT Titanium,2014,Diesel,Manual,"86,196 kms",5.75 Lakh
9143,-,Mumbai,Maruti,Baleno,1.2 Alpha,2018,Petrol,Manual,"12,060 kms",7.45 Lakh
9144,-,Mumbai,Honda,City,1.5 S MT,2010,Petrol,Manual,"71,057 kms",3.25 Lakh
9145,-,Mumbai,Honda,WR-V,i-VTEC VX,2018,Petrol,Manual,"16,000 kms",7.95 Lakh
